[2023/04/16 12:01:42:288] hieudz đã mua 55 item 340 với giá 0 xu 0 yên 550 lượng
[2023/04/16 04:52:03:213] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:58:57:887] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:888] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:888] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:889] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:889] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:889] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:889] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:889] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:890] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:890] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:890] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:58:57:890] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:147] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:147] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:147] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:148] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:148] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:148] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:148] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:148] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:149] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:149] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:149] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:59:45:150] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:993] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:993] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:994] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:994] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:994] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:994] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:994] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:994] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:994] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:995] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:995] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:02:18:995] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:10:58:830] traingheo đã giao dịch với ftfcctg và nhận được Item: 283. Số lượng: 1
[2023/04/16 05:10:58:831] traingheo đã giao dịch với ftfcctg và nhận được Item: 322. Số lượng: 1
[2023/04/16 05:10:58:831] traingheo đã giao dịch với ftfcctg và nhận được Item: 318. Số lượng: 1
[2023/04/16 05:10:58:831] traingheo đã giao dịch với ftfcctg và nhận được Item: 319. Số lượng: 1
[2023/04/16 05:10:58:831] traingheo đã giao dịch với ftfcctg và nhận được Item: 320. Số lượng: 1
[2023/04/16 05:10:58:831] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:10:58:831] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:10:58:831] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:10:58:832] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:10:58:832] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:10:58:832] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:10:58:832] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:328] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:329] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:329] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:330] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:330] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:330] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:330] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:330] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:330] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:331] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:331] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:16:20:331] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:824] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:825] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:825] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:825] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:825] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:825] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:825] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:826] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:826] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:826] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:826] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:03:826] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:53:166] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:53:167] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:53:167] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:53:167] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:53:168] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:53:168] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:17:53:168] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:17:53:168] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:17:53:169] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:17:53:169] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:17:53:169] traingheo đã giao dịch với ftfcctg và nhận được Item: 284. Số lượng: 1
[2023/04/16 05:17:53:169] traingheo đã giao dịch với ftfcctg và nhận được Item: 284. Số lượng: 1
[2023/04/16 05:18:32:774] traingheo đã mua 20 item 284 với giá 0 xu 0 yên 900 lượng
[2023/04/16 05:20:41:571] traingheo đã mua 15 item 285 với giá 0 xu 0 yên 2250 lượng
[2023/04/16 05:24:57:826] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:827] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:827] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:827] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:827] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:828] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:828] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:828] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:828] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:828] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:829] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:24:57:829] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:28:21:115] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:116] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:116] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:116] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:116] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:116] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:117] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:117] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:117] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:117] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:117] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:28:21:118] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:871] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:871] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:872] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:872] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:872] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:872] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:872] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:872] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:873] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:873] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:873] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:04:873] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:53:051] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:53:051] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:53:051] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:53:051] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:53:051] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:53:051] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:53:052] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 05:29:53:052] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
